	price	sector	street	city	type	room	suite	park	m2
6840	280.000	ALTO DA GLORIA	AV ENG EURICO VIANA	Goiania GO	APARTAMENTO	2	1	1	57
6841	1.100.000	SETOR MARISTA	ALAMEDA RICARDO PARANHOS	Goiania GO	APARTAMENTO	4	4	2	178
6842	260.000	SETOR LESTE UNIVERSITARIO	RUA 259	Goiania GO	APARTAMENTO	2	1	1	58
6843	3.600.000	RESID ALPHAVILLE FLAMBOYANT	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA DE CONDOMÍNIO	4	4	3	486
6844	742.306	SETOR BUENO	RUA T 30	Goiania GO	APARTAMENTO	3	3	2	130
6845	250.000	SETOR PEDRO LUDOVICO	ALAMEDA COUTO MAGALHÃES RUA 1.038 E VIELA.	Goiania GO	APARTAMENTO	2	1	1	67
6846	442.849	JD GOIAS	RUA 55	Goiania GO	APARTAMENTO	3	3	2	108
6847	165.008	VILA MORAIS	AVENIDA ANHANGUERA	Goiania GO	APARTAMENTO	2	1	1	49
6848	174.000	PQ AMAZONIA	RUA MANAUS	Goiania GO	APARTAMENTO	2	1	1	56
6849	1.100.000	SETOR BUENO	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	4	4	2	169
6851	190.000	SETOR BELA VISTA	RUA S 6	Goiania GO	APARTAMENTO	2	1	1	62
6853	280.000	PQ AMAZONIA	RUA MARAJO	Goiania GO	APARTAMENTO	3	1	1	65
6859	2.000.000	JDS ATENAS	R A 30	Goiania GO	CASA	3	3	4	253
6861	330.000	SETOR NOVA SUICA	RUA C 249	Goiania GO	APARTAMENTO	3	1	1	100
6863	2.088.000	SETOR MARISTA	RUA DOMINGOS PRUDENCIO	Goiania GO	APARTAMENTO	4	4	4	282
6864	311.000	SETOR BUENO	RUA T 51	Goiania GO	APARTAMENTO	2	1	1	67
6865	550.000	SETOR JAO	RUA J 72	Goiania GO	CASA	3	1	5	174
6866	2.100.000	RESID GRANVILLE	AVENIDA RAVENA	Goiania GO	CASA DE CONDOMÍNIO	5	5	4	441
6867	180.000	SETOR BARRA DA TIJUCA	R RB 1	Goiania GO	CASA DE CONDOMÍNIO	2	1	2	57
6868	1.100.000	SETOR MARISTA	VIELA 1141	Goiania GO	APARTAMENTO	3	3	3	198
6872	200.000	RESID CANADA	RUA RC 16	Goiania GO	CASA DE CONDOMÍNIO	3	1	3	100
6876	219.000	JD NOVA ESPERANCA	RUA 9 DE JULHO	Goiania GO	APARTAMENTO	3	1	1	76
6877	490.000	SETOR BUENO	R T 37	Goiania GO	APARTAMENTO	3	3	2	108
6879	700.000	SETOR SUL	RUA 115 G	Goiania GO	CASA	5	4	4	290
6880	650.000	JD GOIAS	RUA 52	Goiania GO	APARTAMENTO	4	3	3	205
6882	170.000	RESID ELDORADO	AVENIDA MILAO	Goiania GO	APARTAMENTO	2	1	1	57
6884	673.000	SETOR BUENO	AVENIDA T 3	Goiania GO	APARTAMENTO	3	3	2	113
6885	850.000	JDS LISBOA	R PRIMAVERAS,DAS	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	204
6887	307.598	SETOR BUENO	AVENIDA T 13	Goiania GO	APARTAMENTO	2	1	1	77
6888	1.240.000	JDS VERONA	R EUGENIAS,DAS	Goiania GO	CASA DE CONDOMÍNIO	4	4	2	240
6889	580.000	AEROVIARIO	RUA 17	Goiania GO	CASA	4	1	2	180
6890	1.390.000	JDS VALENCIA	R IPES,DOS	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	288
6896	980.000	SETOR BUENO	AVENIDA C 235	Goiania GO	APARTAMENTO	3	3	3	180
6898	180.000	VILA JARAGUÁ	RUA 27	Goiania GO	APARTAMENTO	3	1	1	81
6899	1.890.054	SETOR MARISTA	RUA 135	Goiania GO	APARTAMENTO	4	4	4	289
6905	185.000	RESID VEREDA DOS BURITIS	RUA VB 20	Goiania GO	CASA	2	1	2	75
6906	145.000	JD ITAIPU	R AC 2	Goiania GO	CASA	2	1	1	50
6907	340.000	SETOR OESTE	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	1	1	84
6908	310.000	PQ AMAZONIA	RUA MARAJO	Goiania GO	APARTAMENTO	3	1	2	75
6911	280.000	JARDIM ATLÂNTICO	RUA ITAPOA,DE	Goiania GO	CASA	4	2	4	183
6912	330.000	SETOR OESTE	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	1	1	116
6915	182.000	PQ AMAZONIA	AVENIDA PADRE ORLANDO MORAIS	Goiania GO	APARTAMENTO	2	1	1	52
6916	235.000	JARDIM AMÉRICA	RUA C 146 A	Goiania GO	APARTAMENTO	3	1	1	78
6918	280.000	JD GUANABARA III	RUA GB 42	Goiania GO	CASA DE CONDOMÍNIO	4	1	3	148
6919	150.000	CONDOMINIO DAS ESMERALDAS	RUA 52	Goiania GO	CASA DE CONDOMÍNIO	2	1	1	57
6921	476.000	MOINHO DOS VENTOS	R MDV 21	Goiania GO	CASA	3	3	4	165
6923	635.000	SETOR BUENO	RUA T-27	Goiania GO	APARTAMENTO	3	3	2	122
6924	1.170.000	SETOR BUENO	RUA T 29	Goiania GO	APARTAMENTO	4	4	3	188
6925	3.000.000	RESID ALPHAVILLE FLAMBOYANT	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	640
6927	3.750.000	JDS MUNIQUE	ALAMEDA DO BOSQUE	Goiania GO	CASA DE CONDOMÍNIO	4	4	5	495
6928	140.000	CAMPOS DOURADOS	R ANGRA DOS REIS	Goiania GO	CASA	2	1	2	70
6929	1.350.000	JDS MADRI	RUA MADRI 26	Goiania GO	CASA DE CONDOMÍNIO	3	3	2	298
6930	220.000	PQ AMAZONIA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	2	1	1	64
6931	200.000	SETOR MARISTA	AV. 85	Goiania GO	APARTAMENTO	3	1	1	76
6933	360.000	VL DOS ALPES	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	1	2	90
6934	900.000	SETOR BUENO	RUA T 48	Goiania GO	APARTAMENTO	3	3	3	198
6937	400.000	SETOR GOIANIA 2	RUA MACARANDUBA	Goiania GO	CASA	3	1	3	152
6939	292.627	JD GUANABARA II	RUA GB 2 A	Goiania GO	CASA DE CONDOMÍNIO	3	1	3	75
6940	2.100.000	JD GOIAS	RUA 15	Goiania GO	APARTAMENTO	4	4	4	449
6944	399.000	JARDIM ATLÂNTICO	AVENIDA COPACABANA	Goiania GO	APARTAMENTO	3	1	2	95
6946	235.000	JARDIM PRESIDENTE	RUA PRES VARGAS	Goiania GO	CASA	3	1	4	112
6947	295.000	VILA ROSA	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA	3	1	4	178
6948	346.683	JD GOIAS	RUA 56	Goiania GO	APARTAMENTO	3	1	2	88
6949	830.000	SETOR MARISTA	RUA 42	Goiania GO	APARTAMENTO	3	3	2	138
6951	350.000	ALTO DA GLORIA	R NITEROI	Goiania GO	APARTAMENTO	3	1	2	76
6952	190.000	JARDIM ATLÂNTICO	RUA CHARITA,DA	Goiania GO	APARTAMENTO	2	1	1	75
6953	350.000	SETOR OESTE	RUA T 47	Goiania GO	APARTAMENTO	3	1	2	104
6956	900.000	SETOR BUENO	AVENIDA T 4	Goiania GO	APARTAMENTO	4	4	2	320
6958	215.000	JD BALNEÁRIO MEIA PONTE	AVENIDA GENESIO DE LIMA BRITO	Goiania GO	CASA	3	1	2	89
6962	330.000	SETOR TRES MARIAS	AV VALENCIA	Goiania GO	CASA	3	1	3	135
6964	320.000	PQ AMAZONIA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	3	2	85
6968	400.000	FAICALVILLE	RUA F 48	Goiania GO	CASA	3	3	4	150
6969	366.000	SETOR BUENO	R T 37	Goiania GO	APARTAMENTO	2	2	1	66
6970	980.000	SETOR BUENO	RUA T 66	Goiania GO	APARTAMENTO	3	3	3	164
6974	620.000	SETOR NOVA SUICA	RUA C 258	Goiania GO	APARTAMENTO	4	2	3	200
6980	195.000	CHS MARINGA	VIA PRIMEIRA	Goiania GO	CASA DE CONDOMÍNIO	3	2	2	130
6982	450.000	SETOR OESTE	RUA DOM ORIONE	Goiania GO	APARTAMENTO	3	3	2	111
6983	650.000	JD GOIAS	RUA 52	Goiania GO	APARTAMENTO	4	4	3	210
6984	580.000	JARDIM AMÉRICA	RUA C 153	Goiania GO	CASA	4	2	4	288
6985	273.156	CELINA PARK	RUA CP 19	Goiania GO	APARTAMENTO	3	3	1	89
6986	298.504	FELIZ	AVENIDA LAURICIO PEDRO RASMUSSEM	Goiania GO	APARTAMENTO	3	1	2	64
6987	450.000	JD GOIAS	RUA 12	Goiania GO	APARTAMENTO	3	1	1	91
6988	550.000	JD GOIAS	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	3	2	129
6989	850.000	SETOR OESTE	RUA 3	Goiania GO	APARTAMENTO	4	2	3	241
6991	700.000	SETOR NOVA SUICA	RUA C 180	Goiania GO	CASA	4	2	6	306
6992	650.000	RESID FLAMINGO	AVENIDA BENEDITO GONCALVES DE ARAUJO	Goiania GO	CASA	4	1	3	181
6993	1.600.000	SETOR MARISTA	RUA 1138	Goiania GO	APARTAMENTO	4	4	4	287
6994	1.000.000	SETOR BUENO	RUA T 51	Goiania GO	APARTAMENTO	3	3	3	174
6995	770.000	JD GOIAS	AVENIDA FUED JOSE SEBBA	Goiania GO	APARTAMENTO	3	3	3	140
6996	665.000	SETOR BELA VISTA	RUA S 4	Goiania GO	CASA	5	3	3	240
6997	3.750.000	JDS MUNIQUE	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA DE CONDOMÍNIO	4	4	8	495
6998	195.000	SETOR SUDOESTE	RUA C 74	Goiania GO	APARTAMENTO	3	1	1	77
7001	482.000	SETOR LESTE UNIVERSITARIO	RUA 242 A	Goiania GO	APARTAMENTO	3	3	2	105
7003	480.000	SETOR OESTE	RUA 11	Goiania GO	APARTAMENTO	3	1	1	180
7005	570.000	SETOR BUENO	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	4	2	2	128
7007	450.000	JD GOIAS	RUA 53	Goiania GO	APARTAMENTO	3	3	2	91
7013	300.000	SETOR BUENO	T-51	Goiania GO	APARTAMENTO	2	1	1	65
7015	280.000	CJ ARUANA I	RUA F 2	Goiania GO	CASA	4	2	3	190
7016	1.150.000	JDS VERONA	R DRACENAS,DAS	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	243
7017	1.590.000	JDS VALENCIA	AV DIOGENES DOLIVAL SAMPAIO	Goiania GO	CASA DE CONDOMÍNIO	4	4	6	330
7018	299.000	JD MARILIZA	NO INFORMADO	Goiania GO	CASA	3	1	1	120
7019	200.000	CELINA PARK	AVENIDA BERLIM	Goiania GO	APARTAMENTO	2	1	1	64
7020	1.590.000	JDS VALENCIA	R JATOBAS,DOS	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	270
7024	550.000	SETOR OESTE	RUA 11	Goiania GO	APARTAMENTO	4	1	1	167
7025	160.000	SETOR ORIENTEVILLE	RUA CENTER	Goiania GO	CASA DE CONDOMÍNIO	3	1	2	62
7026	508.100	JD GOIAS	RUA 55	Goiania GO	APARTAMENTO	3	3	2	108
7028	208.300	B FELIZ	RUA L11	Goiania GO	APARTAMENTO	3	1	2	97
7032	290.000	RESID ELDORADO	AV RAVENA	Goiania GO	APARTAMENTO	3	3	2	93
7033	219.000	SETOR SANTOS DUMONT	RUA 9	Goiania GO	APARTAMENTO	3	1	1	76
7034	190.000	PQ AMAZONIA	RUA MANAUS	Goiania GO	APARTAMENTO	2	1	1	65
7036	1.180.000	JDS VERONA	RUA GERALDO RODRIGUES SN	Goiania GO	CASA DE CONDOMÍNIO	4	4	3	237
7037	410.000	ALTO DA GLORIA	R NATAL	Goiania GO	APARTAMENTO	3	1	1	94
7038	185.000	PQ AMAZONIA	RUA NITEROI	Goiania GO	APARTAMENTO	2	1	1	54
7039	1.300.000	LOTEAMENTO PORTAL DO SOL II	RUA SB 27	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	334
7040	1.640.000	JD GOIAS	RUA 56	Goiania GO	APARTAMENTO	4	4	4	269
7041	360.000	VL DOS ALPES	RUA A 13	Goiania GO	APARTAMENTO	2	1	2	90
7042	430.000	SETOR CENTRAL	AVENIDA TOCANTINS	Goiania GO	APARTAMENTO	4	1	1	170
7046	790.000	SETOR OESTE	RUA 1	Goiania GO	APARTAMENTO	3	3	3	145
7047	650.000	JD GOIAS	RUA 46	Goiania GO	APARTAMENTO	3	3	2	130
7048	322.800	SETOR BUENO	RUA 1112	Goiania GO	APARTAMENTO	2	1	1	61
7049	360.000	SETOR GOIANIA 2	ALAMEDA BUGANVILIAS,DAS	Goiania GO	CASA	3	1	3	130
7050	890.000	LOTEAMENTO PORTAL DO SOL II	RUA SB 28	Goiania GO	CASA DE CONDOMÍNIO	3	3	4	190
7051	137.000	JD BOTANICO	RUA JASMINS,DOS	Goiania GO	CASA	2	1	1	80
7052	840.000	SETOR SUL	RUA 115	Goiania GO	CASA	3	3	2	265
7054	500.000	SETOR BUENO	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	3	2	100
7055	550.000	SETOR GOIANIA 2	RUA EUCALIPTOS,DOS	Goiania GO	CASA	3	2	3	300
7056	187.500	VILA ROSA	RUA GENTIL PINTO	Goiania GO	APARTAMENTO	2	1	1	61
7058	324.000	JARDIM AMÉRICA	AVENIDA C 4	Goiania GO	APARTAMENTO	3	3	2	89
7063	410.000	SETOR BUENO	AVENIDA T- 36	Goiania GO	APARTAMENTO	3	3	2	103
7064	329.000	SETOR CENTRO OESTE	RUA 2	Goiania GO	APARTAMENTO	5	1	2	326
7066	1.390.000	JDS VALENCIA	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	288
7067	320.000	ALTO DA GLORIA	R NATAL	Goiania GO	APARTAMENTO	3	1	1	80
7068	1.788.000	SETOR OESTE	ALAMEDA ROSAS,DAS	Goiania GO	APARTAMENTO	4	4	3	264
7070	820.000	JD GOIAS	RUA 55	Goiania GO	APARTAMENTO	2	2	2	147
7071	950.000	JDS LISBOA	R CEDROS,DOS	Goiania GO	CASA DE CONDOMÍNIO	3	3	4	220
7072	257.000	JARDIM AMÉRICA	T  7	Goiania GO	APARTAMENTO	2	1	1	73
7074	660.000	JD GOIAS	RUA 46	Goiania GO	APARTAMENTO	3	3	2	120
7075	177.000	VILA ROSA	RUA GENTIL PINTO	Goiania GO	APARTAMENTO	2	1	1	61
7076	480.000	SETOR BUENO	RUA T 30	Goiania GO	APARTAMENTO	3	3	2	100
7078	155.000	RESID GOYAZ PARK	NO INFORMADO	Goiania GO	CASA	2	1	1	60
7080	590.000	SETOR NOVA SUICA	RUA C 235	Goiania GO	APARTAMENTO	3	3	2	181
7083	1.600.000	JDS VERONA	RUA BALSAMOS,DOS	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	351
7085	2.100.000	RESID ALPHAVILLE FLAMBOYANT	AVENIDA ALPHAVILLE FLAMBOYANT	Goiania GO	CASA DE CONDOMÍNIO	4	4	5	407
7089	980.000	JDS VALENCIA	AV DIOGENES DOLIVAL SAMPAIO	Goiania GO	CASA DE CONDOMÍNIO	3	3	4	212
7092	195.000	SETOR NEGRAO DE LIMA	RUA 408	Goiania GO	APARTAMENTO	2	1	1	58
7095	1.399.000	SETOR MARISTA	VIELA 1141	Goiania GO	APARTAMENTO	4	4	3	224
7099	470.000	VL ITATIAIA	RUA R 17	Goiania GO	CASA	3	1	4	200
7100	995.000	SETOR SUL	RUA 111	Goiania GO	CASA	4	4	4	480
7101	260.000	JARDIM ATLÂNTICO	RUA LAGOSTA,DA	Goiania GO	CASA	3	1	2	103
7103	1.100.000	JD GOIAS	RUA 53	Goiania GO	APARTAMENTO	3	3	3	190
7104	200.000	PQ AMAZONIA	RUA MANAUS	Goiania GO	APARTAMENTO	2	1	1	57
7105	500.000	SETOR OESTE	RUA 12	Goiania GO	APARTAMENTO	4	4	2	130
7106	370.000	SETOR GOIANIA 2	RUA GERANEOS,DOS	Goiania GO	CASA	3	2	2	155
7113	780.000	LOT PORTAL DO SOL I	RUA SB 10	Goiania GO	CASA DE CONDOMÍNIO	4	2	4	260
7115	400.000	SETOR BUENO	RUA T 30	Goiania GO	APARTAMENTO	4	2	2	160
7116	300.000	SETOR AEROPORTO	RUA 17 A	Goiania GO	APARTAMENTO	3	1	1	117
7118	350.000	MOINHO DOS VENTOS	AV VEREDA DOS BURITIS	Goiania GO	CASA	3	1	4	185
7119	435.000	SETOR CRIMEIA OESTE	AVENIDA DOMINGOS LEMOS DO PRADO	Goiania GO	CASA	3	1	5	199
7121	630.000	JARDIM AMÉRICA	RUA C 160	Goiania GO	CASA	5	2	3	254
7122	220.000	CJ VERA CRUZ	RUA VC 51	Goiania GO	CASA	3	1	4	90
7125	260.000	SETOR SUDOESTE	RUA C 55	Goiania GO	APARTAMENTO	3	3	2	80
7126	680.000	SETOR OESTE	RUA 5	Goiania GO	APARTAMENTO	4	2	2	234
7127	350.000	SETOR LESTE UNIVERSITARIO	RUA 227 A	Goiania GO	APARTAMENTO	4	1	1	97
7128	180.000	IPIRANGA	RUA SAO LOURENCO	Goiania GO	APARTAMENTO	2	1	1	56
7133	1.200.000	PQ FLAMBOYANT	RUA 21 DE ABRIL	Goiania GO	APARTAMENTO	3	3	3	167
7134	821.000	SETOR BUENO	RUA T 27	Goiania GO	APARTAMENTO	3	3	3	153
7140	899.000	SETOR MARISTA	RUA T 50	Goiania GO	APARTAMENTO	3	3	3	158
7141	182.000	PQ OESTE INDUSTRIAL	RUA DOS LÍRIOS / RUA DAS PAPOULAS QD 95 LT 4 /10	Goiania GO	APARTAMENTO	2	1	1	70
7144	450.000	JD EUROPA	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA	3	1	4	140
7147	430.000	PARQUE DAS LARANJEIRAS	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA	3	1	2	150
7149	265.000	JARDIM AMÉRICA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	1	2	102
7154	735.000	SETOR MARISTA	RUA 1131	Goiania GO	CASA	3	2	3	193
7156	680.000	JD GOIAS	RUA 66	Goiania GO	APARTAMENTO	3	3	2	128
7157	2.950.000	ALPHAVILLE GOIAS	RUA QUIRINOPOLIS	Goiania GO	CASA DE CONDOMÍNIO	5	5	6	495
7163	506.273	JD GOIAS	RUA 55	Goiania GO	APARTAMENTO	3	3	2	118
7164	1.725.092	JD GOIAS	RUA 56 A	Goiania GO	APARTAMENTO	4	4	3	283
7165	850.000	SETOR NOVA SUICA	RUA C 259	Goiania GO	APARTAMENTO	4	4	3	162
7166	290.000	VL CANAA	RUA PENA CHAVES	Goiania GO	CASA	4	1	3	172
7167	3.950.304	SETOR BUENO	RUA T-5 QD. 125 LTS. 04 E 05 SETOR BUENO GOIÂNIA-GO	Goiania GO	APARTAMENTO	4	4	5	409
7169	324.576	SETOR GOIANIA 2	AVENIDA PEDRO PAULO DE SOUZA	Goiania GO	APARTAMENTO	3	1	2	79
7170	6.000.000	ALPHAVILLE IPE	AVENIDA ALPHAVILLE FLAMBOYANT	Goiania GO	CASA DE CONDOMÍNIO	6	6	8	1000
7172	1.190.000	JDS MADRI	RUA MADRI 30	Goiania GO	CASA	3	3	4	257
7175	230.000	MOINHO DOS VENTOS	R MDV 24	Goiania GO	CASA	3	1	2	108
7176	750.000	JD EUROPA	AVENIDA MILAO	Goiania GO	CASA	6	2	4	380
7177	230.000	SETOR BELA VISTA	RUA S 6	Goiania GO	APARTAMENTO	3	2	1	85
7179	1.150.000	JD GOIAS	RUA 58	Goiania GO	APARTAMENTO	4	4	2	230
7180	249.900	VILA JARAGUÁ	AVENIDA ENG FUAD RASSI	Goiania GO	APARTAMENTO	3	2	1	72
7181	670.000	SETOR MARISTA	RUA DOMINGOS PRUDENCIO	Goiania GO	APARTAMENTO	3	3	2	111
7183	3.900.000	ALPHAVILLE CRUZEIRO	APHAVILLE CRUZEIRO DO SUL	Goiania GO	CASA DE CONDOMÍNIO	5	5	8	590
7190	185.000	VILA ROSA	AVENIDA FRANCISCO DE MELO	Goiania GO	APARTAMENTO	2	1	1	56
7200	1.000.000	RESID GOIANIA GOLFE CLUBE	RUA GGC 31	Goiania GO	CASA	3	3	2	240
7201	250.000	ALTO DA GLORIA	AV. CORONEL ERNESTO GARCIA	Goiania GO	APARTAMENTO	2	1	1	56
7205	850.000	SETOR BUENO	RUA T 49	Goiania GO	APARTAMENTO	4	2	3	169
7207	270.000	PQ AMAZONIA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	1	1	75
7209	1.499.000	SETOR MARISTA	ALAMEDA RICARDO PARANHOS	Goiania GO	APARTAMENTO	4	4	4	260
7210	835.000	SETOR MARISTA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	3	3	149
7213	315.000	SETOR LESTE UNIVERSITARIO	RUA 257	Goiania GO	APARTAMENTO	3	1	1	72
7217	767.000	SETOR MARISTA	RUA 135	Goiania GO	APARTAMENTO	3	3	2	137
7219	1.400.000	SETOR MARISTA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	4	4	3	200
7220	255.000	JARDIM AMÉRICA	RUA C 115 A	Goiania GO	APARTAMENTO	3	1	2	85
7226	600.000	CHS ALTO DA GLORIA	RUA 1	Goiania GO	CASA DE CONDOMÍNIO	3	3	2	145
7227	450.000	SETOR NOVA SUICA	AVENIDA T 15	Goiania GO	APARTAMENTO	4	2	3	189
7228	900.000	JD GOIAS	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	2	2	2	148
7229	864.422	SETOR MARISTA	RUA 135	Goiania GO	APARTAMENTO	4	4	2	136
7231	320.000	SETOR FAICALVILLE	RUA F 21	Goiania GO	CASA	3	1	3	215
7232	200.000	PQ AMAZONIA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	2	1	1	54
7235	320.000	SETOR BUENO	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	1	1	89
7242	279.000	SETOR BUENO	RUA T 30	Goiania GO	APARTAMENTO	3	3	2	95
7244	649.000	SETOR OESTE	RUA 22	Goiania GO	APARTAMENTO	3	3	2	132
7245	180.000	PQ OESTE INDUSTRIAL	RUA TEAR,DO	Goiania GO	APARTAMENTO	3	1	1	60
7246	650.000	SETOR NOVA SUICA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	4	4	2	256
7248	1.390.000	SETOR BUENO	AVENIDA T 2	Goiania GO	GALPÃO/DEPÓSITO/ARMAZÉM	3	1	4	300
7249	513.622	SETOR OESTE	RUA 5	Goiania GO	APARTAMENTO	3	3	2	109
7252	795.000	SETOR OESTE	RUA DOM ORIONE	Goiania GO	APARTAMENTO	4	2	2	300
7253	280.000	PQ ATHENEU	RUA 2051 UNID 205	Goiania GO	CASA	3	3	2	115
7255	629.000	PARQUE DAS LARANJEIRAS	AVENIDA IPES,DOS	Goiania GO	CASA	3	3	2	155
7256	1.050.000	JD GOIAS	RUA 70	Goiania GO	APARTAMENTO	4	4	2	171
7261	830.000	SETOR BUENO	RUA T 49	Goiania GO	APARTAMENTO	4	2	3	167
7262	350.000	SETOR BELA VISTA	RUA 1040	Goiania GO	APARTAMENTO	3	1	1	113
7263	310.000	ALTO DA GLORIA	R TERESINA	Goiania GO	APARTAMENTO	3	1	1	75
7264	190.000	VILA JARAGUÁ	AVENIDA ENGENHEIRO CORREIA LIMA	Goiania GO	APARTAMENTO	2	1	1	56
7265	180.000	VL DOS ALPES	AV. AFONSO PENA	Goiania GO	APARTAMENTO	3	1	1	75
7266	490.000	SETOR NOVA SUICA	AVENIDA T 15	Goiania GO	APARTAMENTO	3	3	2	92
7267	420.000	SETOR BUENO	RUA T 50	Goiania GO	APARTAMENTO	3	1	2	94
7268	460.000	SETOR OESTE	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	3	2	134
7269	202.926	SETOR GOIANIA 2	AVENIDA PEDRO PAULO DE SOUZA	Goiania GO	APARTAMENTO	3	1	2	74
7271	395.000	JD EUROPA	RUA MONACO	Goiania GO	CASA	3	2	4	160
7273	768.000	SETOR BUENO	RUA T 71	Goiania GO	APARTAMENTO	3	3	2	123
7275	1.100.000	SETOR BUENO	AVENIDA T 15	Goiania GO	APARTAMENTO	5	4	3	189
7276	350.000	JD ITAIPU	RUA W 5	Goiania GO	CASA	3	1	2	170
7277	480.000	SETOR NOVA SUICA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	3	2	92
7278	412.000	PQ AMAZONIA	PQ AMAZÔNIA	Goiania GO	APARTAMENTO	3	3	2	92
7280	240.000	SETOR FAICALVILLE	AVENIDA INDEPENDENCIA	Goiania GO	APARTAMENTO	3	1	1	75
7281	960.000	SETOR OESTE	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	4	3	3	261
7283	1.350.000	JDS ATENAS	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA DE CONDOMÍNIO	4	3	4	308
7284	187.500	VILA ROSA	RUA CEL VIRGILIO ROSA	Goiania GO	APARTAMENTO	2	1	1	60
7285	755.000	JD GOIAS	RUA 55	Goiania GO	APARTAMENTO	3	3	3	137
7288	826.700	SETOR MARISTA	RUA 27	Goiania GO	APARTAMENTO	3	3	3	147
7289	235.000	PQ AMAZONIA	AV. RIO NEGRO QD. 66 LT. 0102	Goiania GO	APARTAMENTO	2	1	1	64
7290	420.000	SETOR NOVA SUICA	RUA C 263	Goiania GO	APARTAMENTO	3	3	2	94
7292	705.000	SETOR BUENO	AVENIDA T 13	Goiania GO	APARTAMENTO	3	3	2	126
7293	4.500.000	RESID ALDEIA DO VALE	ALAMEDA MANGUBAS,DAS	Goiania GO	CASA DE CONDOMÍNIO	4	4	6	520
7294	540.000	JARDIM AMÉRICA	AVENIDA C 182	Goiania GO	APARTAMENTO	3	1	3	174
7295	260.000	SETOR BUENO	RUA T 28	Goiania GO	APARTAMENTO	3	3	2	160
7296	530.000	SETOR BUENO	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	1	2	160
7298	1.524.467	JD GOIAS	RUA 13	Goiania GO	APARTAMENTO	4	4	3	242
7299	570.000	SETOR BELA VISTA	ALAMEDA COUTO MAGALHAES	Goiania GO	APARTAMENTO	2	2	2	187
7300	52.000	SETOR BUENO	RUA T 50	Goiania GO	APARTAMENTO	3	1	2	94
7305	179.900	PQ ATHENEU	AV. BELA VISTA, QD. 04	Goiania GO	CASA DE CONDOMÍNIO	3	1	2	58
7306	1.700.000	ALPHAVILLE GOIAS	AVENIDA ALPHAVILLE FLAMBOYANT	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	406
7312	400.000	JARDIM ATLÂNTICO	RUA PERCA,DA	Goiania GO	CASA	4	1	4	200
7313	180.000	JD ITAIPU	RUA W 12	Goiania GO	CASA	3	1	3	100
7314	490.000	RESID ELDORADO	AV RAVENA	Goiania GO	APARTAMENTO	3	3	2	109
7315	1.700.000	SETOR OESTE	AVENIDA B	Goiania GO	APARTAMENTO	4	2	3	585
7317	805.000	SETOR MARISTA	RUA 27	Goiania GO	APARTAMENTO	3	3	2	159
7318	350.000	JD GOIAS	AVENIDA E	Goiania GO	APARTAMENTO	2	1	1	61
7322	790.000	SETOR NOVA SUICA	RUA C 235	Goiania GO	APARTAMENTO	4	2	2	270
7326	350.000	SETOR OESTE	RUA R 8	Goiania GO	APARTAMENTO	2	1	1	76
